Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date
NeoTech,SaaS,DevTools,Chennai,Matrix Partners India,Bridge,121000,2023-09-09
FarmFit,Mobility,EV,Noida,"Falcon Edge, Kedaara Capital",Series A,1349000,2023-03-27
AgriFit,Mobility,Ride Sharing,Mumbai,Sequoia Capital India,Series B,13365000,2020-04-01
SmartCare,Enterprise,Analytics,Delhi,"Nexus Venture Partners, Y Combinator",Series A,2177000,2021-03-18
Innovaccer,E-commerce,Grocery,Hyderabad,Kalaari Capital,Seed,149000,2023-08-23
WorkFit,RealEstate,Home Services,Delhi,"Kedaara Capital, Tiger Global Management, Ventures India",Series A,1883000,2020-05-24
CloudLabs,AgriTech,Marketplace,Noida,SoftBank Vision Fund,Series A,1121000,2022-05-09
DriveEdge,AgriTech,Supply Chain,Mumbai,Prosus Ventures,Seed,53000,2022-12-24
Freshworks,E-commerce,D2C,Mumbai,Nexus Venture Partners,Pre-Series A,972000,2021-11-14
Zepto,Logistics,Last Mile,Mumbai,Y Combinator,Pre-Series A,268000,2025-06-07
Zomato,Retail,E-Retail,Delhi,Omidyar Network,Series A,2831000,2024-11-28
NeoLabs,SaaS,HRTech,Noida,Blume Ventures,Seed,613000,2020-07-21
UrbanDrive,Retail,Fashion,Noida,"Mirae Asset, Nexus Venture Partners",Series A,1806000,2024-12-11
MediSpace,Media,Social,Delhi,"LCatterton, Matrix Partners India, Ribbit Capital",Seed,1663000,2023-03-08
Nykaa,Media,Social,Ahmedabad,Info Edge,Pre-Series A,611000,2022-07-26
AgriFit,Mobility,EV,Hyderabad,"Elevation Capital, IFC, Zodius Capital",Bridge,70000,2022-12-02
Unacademy,Logistics,Supply Chain,Pune,Tiger Global,Series D,130783000,2023-07-23
MediWorks,HealthTech,Telemedicine,Mumbai,"Sequoia Capital India, Zodius Capital",Series B,57218000,2023-02-08
Innovaccer,RealEstate,Rental Tech,Delhi,"Kedaara Capital, LCatterton, Tiger Global Management",Series A,12915000,2022-11-20
CoreConnect_1085,EdTech,Test Prep,Chennai,Matrix Partners India,Series B,18272000,2024-03-15
Razorpay,AgriTech,Smart Farming,Delhi,"Blume Ventures, LCatterton",Series B,27390000,2024-12-11
Mobikwik,Enterprise,Analytics,Noida,"Blume Ventures, Mirae Asset",Pre-Series A,147000,2020-04-14
FreshToHome,SaaS,DevTools,Noida,Elevation Capital,Series D,489935000,2024-10-22
AgriHive,EdTech,Test Prep,Ahmedabad,Peak XV,Pre-Series A,170000,2025-03-05
GrowthConnect,AgriTech,Smart Farming,Bengaluru,"SoftBank Vision Fund, Y Combinator",Pre-Series A,876000,2023-06-14
MediHive,Media,Social,Chennai,"Accel, Mirae Asset",Pre-Series A,446000,2020-07-26
HyperLoop,Consumer Electronics,Audio,Delhi,Mirae Asset,Series C,103701000,2021-05-27
NimbusWorks,FoodTech,Cloud Kitchen,Noida,"Info Edge, Prosus Ventures",Series C,80168000,2020-08-10
FinSense,FoodTech,Cloud Kitchen,Pune,Accel,Private Equity,170086000,2023-12-23
HealthAnalytics_1095,FoodTech,Food Delivery,Pune,"Lightspeed India, Mirae Asset, Prosus Ventures",Angel,8000,2020-11-24
NextStack,Consumer Electronics,Smart Home,Kolkata,SoftBank Vision Fund,Series C,36336000,2024-01-02
FoodFit,Media,Content,Delhi,Nexus Venture Partners,Seed,99000,2020-08-08
FoodSolutions,Retail,Fashion,Gurugram,Info Edge,Seed,887000,2024-08-26
MediSpace,Logistics,Supply Chain,Kolkata,Ribbit Capital,Seed,182000,2022-05-28
